uid,district,phone,url,county,chamber,address,email,name
609,103,919-733-5800,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=609&sChamber=House,Mecklenburg,H,"NC House of Representatives,300 N. Salisbury Street, Room 534
,Raleigh, NC 27603-5925",Bill.Brawley@ncleg.net,Representative William Brawley  (Rep)
641,95,919-733-5741,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=641&sChamber=House,Iredell,H,"NC House of Representatives,300 N. Salisbury Street, Room 303
,Raleigh, NC 27603-5925",Robert.Brawley@ncleg.net,Representative C. Robert Brawley  (Rep)
558,22,919-733-5772,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=558&sChamber=House,"Bladen,Johnston,Sampson",H,"NC House of Representatives,300 N. Salisbury Street, Room 405
,Raleigh, NC 27603-5925",William.Brisson@ncleg.net,Representative William D. Brisson  (Dem)
581,52,919-733-5903,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=581&sChamber=House,Moore,H,"NC House of Representatives,300 N. Salisbury Street, Room 528
,Raleigh, NC 27603-5925",Jamie.Boles@ncleg.net,"Representative James L. Boles, Jr.  (Rep)"
234,62,919-733-5781,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=234&sChamber=House,Guilford,H,"NC House of Representatives,16 W. Jones Street, Room 2208
,Raleigh, NC 27601-1096",John.Blust@ncleg.net,Representative John M. Blust  (Rep)
661,10,919-715-3017,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=661&sChamber=House,"Craven,Greene,Lenoir,Wayne",H,"NC House of Representatives,300 N. Salisbury Street, Room 418A
,Raleigh, NC 27603-5925",John.Bell@ncleg.net,"Representative John R. Bell, IV  (Rep)"
649,32,919-733-5824,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=649&sChamber=House,"Granville,Vance,Warren",H,"NC House of Representatives,16 W. Jones Street, Room 1315
,Raleigh, NC 27601-1096",Nathan.Baskerville@ncleg.net,Representative Nathan Baskerville  (Dem)
568,40,919-733-5530,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=568&sChamber=House,Wake,H,"NC House of Representatives,16 W. Jones Street, Room 2217
,Raleigh, NC 27601-1096",Marilyn.Avila@ncleg.net,Representative Marilyn Avila  (Rep)
640,69,919-715-3007,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=640&sChamber=House,Union,H,"NC House of Representatives,300 N. Salisbury Street, Room 531
,Raleigh, NC 27603-5925",Dean.Arp@ncleg.net,Representative Dean Arp  (Rep)
301,21,919-733-5863,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=301&sChamber=House,"Duplin,Sampson,Wayne",H,"NC House of Representatives,300 N. Salisbury Street, Room 508
,Raleigh, NC 27603-5925",Larry.Bell@ncleg.net,Representative Larry M. Bell  (Dem)
580,86,919-733-5805,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=580&sChamber=House,Burke,H,"NC House of Representatives,300 N. Salisbury Street, Room 541
,Raleigh, NC 27603-5925",Hugh.Blackwell@ncleg.net,Representative Hugh Blackwell  (Rep)
579,107,919-733-5778,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=579&sChamber=House,Mecklenburg,H,"NC House of Representatives,300 N. Salisbury Street, Room 404
,Raleigh, NC 27603-5925",Kelly.Alexander@ncleg.net,"Representative Kelly M. Alexander, Jr.  (Dem)"
379,22,(919) 733-4809,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=379&sChamber=senate,"Caswell,Durham,Person",S,"NC Senate,300 N. Salisbury Street, Room 515
,Raleigh, NC 27603-5925",Mike.Woodard@ncleg.net,Senator Mike Woodard  (Dem)
269,13,(919) 733-5651,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=269&sChamber=senate,"Columbus,Robeson",S,"NC Senate,300 N. Salisbury Street, Room 517
,Raleigh, NC 27603-5925",Michael.Walters@ncleg.net,Senator Michael P. Walters  (Dem)
119,49,(919) 715-3001,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=119&sChamber=senate,Buncombe,S,"NC Senate,16 W. Jones Street, Room 1129
,Raleigh, NC 27601-2808",Martin.Nesbitt@ncleg.net,"Senator Martin L. Nesbitt, Jr.  (Dem)"
305,19,(919) 733-5776,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=305&sChamber=senate,Cumberland,S,"NC Senate,300 N. Salisbury Street, Room 314
,Raleigh, NC 27603-5925",Wesley.Meredith@ncleg.net,Senator Wesley Meredith  (Rep)
228,20,(919) 733-4599,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=228&sChamber=senate,"Durham,Granville",S,"NC Senate,300 N. Salisbury Street, Room 628
,Raleigh, NC 27603-5925",Floyd.McKissick@ncleg.net,"Senator Floyd B. McKissick, Jr.  (Dem)"
371,25,(919) 733-5953,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=371&sChamber=senate,"Anson,Richmond,Rowan,Scotland,Stanly",S,"NC Senate,16 W. Jones Street, Room 1118
,Raleigh, NC 27601-2808",Gene.McLaurin@ncleg.net,Senator Gene McLaurin  (Dem)
377,27,(919) 733-5856,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=377&sChamber=senate,Guilford,S,"NC Senate,16 W. Jones Street, Room 2106
,Raleigh, NC 27601-2808",Trudy.Wade@ncleg.net,Senator Trudy Wade  (Rep)
384,31,(919) 733-7850,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=384&sChamber=senate,"Forsyth,Yadkin",S,"NC Senate,16 W. Jones Street, Room 2022
,Raleigh, NC 27601-2808",Joyce.Krawiec@ncleg.net,Senator Joyce Krawiec  (Rep)
8,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=8&sChamber=senate,,S,,,Senator Eleanor Kinnaird  (Dem)
227,4,(919) 715-3032,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=227&sChamber=senate,"Halifax,Nash,Vance,Warren,Wilson",S,"NC Senate,300 N. Salisbury Street, Room 518
,Raleigh, NC 27603-5925",Edward.Jones@ncleg.net,Senator Ed Jones  (Dem)
71,3,(919) 715-3040,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=71&sChamber=senate,"Bertie,Chowan,Edgecombe,Hertford,Martin,Northampton,Tyrrell,Washington",S,"NC Senate,300 N. Salisbury Street, Room 621
,Raleigh, NC 27603-5925",Clark.Jenkins@ncleg.net,Senator Clark Jenkins  (Dem)
281,10,(919) 733-5705,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=281&sChamber=senate,"Duplin,Johnston,Sampson",S,"NC Senate,300 N. Salisbury Street, Room 523
,Raleigh, NC 27603-5925",Brent.Jackson@ncleg.net,Senator Brent Jackson  (Rep)
200,15,(919) 733-5850,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=200&sChamber=senate,Wake,S,"NC Senate,300 N. Salisbury Street, Room 309
,Raleigh, NC 27603-5925",Neal.Hunt@ncleg.net,Senator Neal Hunt  (Rep)
298,47,(919) 733-3460,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=298&sChamber=senate,"Madison,McDowell,Mitchell,Polk,Rutherford,Yancey",S,"NC Senate,16 W. Jones Street, Room 1026
,Raleigh, NC 27601-2808",Ralph.Hise@ncleg.net,Senator Ralph Hise  (Rep)
20,36,(919) 733-7223,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=20&sChamber=senate,"Cabarrus,Union",S,"NC Senate,300 N. Salisbury Street, Room 300-C
,Raleigh, NC 27603-5925",Fletcher.Hartsell@ncleg.net,"Senator Fletcher L. Hartsell, Jr.  (Rep)"
283,43,(919) 733-5734,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=283&sChamber=senate,Gaston,S,"NC Senate,16 W. Jones Street, Room 2113
,Raleigh, NC 27601-2808",Kathy.Harrington@ncleg.net,Senator Kathy Harrington  (Rep)
276,24,(919) 301-1446,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=276&sChamber=senate,"Alamance,Randolph",S,"NC Senate,300 N. Salisbury Street, Room 312
,Raleigh, NC 27603-5925",Rick.Gunn@ncleg.net,Senator Rick Gunn  (Rep)
331,9,(919) 715-2525,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=331&sChamber=senate,New Hanover,S,"NC Senate,300 N. Salisbury Street, Room 406
,Raleigh, NC 27603-5925",Thom.Goolsby@ncleg.net,Senator Thom Goolsby  (Rep)
192,40,(919) 733-5650,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=192&sChamber=senate,Mecklenburg,S,"NC Senate,300 N. Salisbury Street, Room 622
,Raleigh, NC 27603-5925",Malcolm.Graham@ncleg.net,Senator Malcolm Graham  (Dem)
383,23,(919) 733-5804,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=383&sChamber=senate,"Chatham,Orange",S,"NC Senate,300 N. Salisbury Street, Room 520
,Raleigh, NC 27603-5925",Valerie.Foushee@ncleg.net,Senator Valerie P. Foushee  (Dem)
370,38,(919) 733-5955,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=370&sChamber=senate,Mecklenburg,S,"NC Senate,16 W. Jones Street, Room 1119
,Raleigh, NC 27601-2808",Joel.Ford@ncleg.net,Senator Joel D. M. Ford  (Dem)
295,46,(919) 715-7823,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=295&sChamber=senate,"Burke,Cleveland",S,"NC Senate,16 W. Jones Street, Room 1127
,Raleigh, NC 27601-2808",Warren.Daniel@ncleg.net,Senator Warren Daniel  (Rep)
357,50,(919) 733-5875,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=357&sChamber=senate,"Cherokee,Clay,Graham,Haywood,Jackson,Macon,Swain",S,"NC Senate,16 W. Jones Street, Room 2111
,Raleigh, NC 27601-2808",Jim.Davis@ncleg.net,Senator Jim Davis  (Rep)
230,5,(919) 715-8363,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=230&sChamber=senate,"Greene,Lenoir,Pitt,Wayne",S,"NC Senate,300 N. Salisbury Street, Room 518
,Raleigh, NC 27603-5925",Don.Davis@ncleg.net,Senator Don Davis  (Dem)
378,44,(919) 715-3038,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=378&sChamber=senate,"Gaston,Iredell,Lincoln",S,"NC Senate,300 N. Salisbury Street, Room 410
,Raleigh, NC 27603-5925",David.Curtis@ncleg.net,Senator David L. Curtis  (Rep)
54,37,(919) 715-8331,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=54&sChamber=senate,Mecklenburg,S,"NC Senate,300 N. Salisbury Street, Room 620
,Raleigh, NC 27603-5925",Daniel.Clodfelter@ncleg.net,Senator Daniel G. Clodfelter  (Dem)
381,1,(919) 715-8293,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=381&sChamber=senate,"Beaufort,Camden,Currituck,Dare,Gates,Hyde,Pasquotank,Perquimans",S,"NC Senate,300 N. Salisbury Street, Room 525
,Raleigh, NC 27603-5925",Bill.Cook@ncleg.net,Senator Bill Cook  (Rep)
380,21,(919) 733-9349,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=380&sChamber=senate,"Cumberland,Hoke",S,"NC Senate,16 W. Jones Street, Room 1121
,Raleigh, NC 27601-2808",Ben.Clark@ncleg.net,Senator Ben Clark  (Dem)
382,4,(919) 733-5878,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=382&sChamber=senate,"Halifax,Nash,Vance,Warren,Wilson",S,"NC Senate,300 N. Salisbury Street, Room 516
,Raleigh, NC 27603-5925",Angela.Bryant@ncleg.net,Senator Angela R. Bryant  (Dem)
139,6,(919) 715-3034,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=139&sChamber=senate,"Jones,Onslow",S,"NC Senate,300 N. Salisbury Street, Room 300-B
,Raleigh, NC 27603-5925",Harry.Brown@ncleg.net,Senator Harry Brown  (Rep)
223,,,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=223&sChamber=senate,,S,,,Senator Peter S. Brunstetter  (Rep)
104,34,(919) 715-0690,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=104&sChamber=senate,"Davie,Iredell,Rowan",S,"NC Senate,300 N. Salisbury Street, Room 521
,Raleigh, NC 27603-5925",Andrew.Brock@ncleg.net,Senator Andrew C. Brock  (Rep)
268,14,(919) 733-5752,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=268&sChamber=senate,Wake,S,"NC Senate,16 W. Jones Street, Room 1117
,Raleigh, NC 27601-2808",Dan.Blue@ncleg.net,Senator Dan Blue  (Dem)
63,33,(919) 733-5665,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=63&sChamber=senate,"Davidson,Montgomery",S,"NC Senate,16 W. Jones Street, Room 2117
,Raleigh, NC 27601-2808",Stan.Bingham@ncleg.net,Senator Stan Bingham  (Rep)
64,26,(919) 733-5708,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=64&sChamber=senate,"Guilford,Rockingham",S,"NC Senate,16 W. Jones Street, Room 2008
,Raleigh, NC 27601-2808",Phil.Berger@ncleg.net,Senator Phil Berger  (Rep)
368,17,(919) 733-5653,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=368&sChamber=senate,Wake,S,"NC Senate,300 N. Salisbury Street, Room 411
,Raleigh, NC 27603-5925",Tamara.Barringer@ncleg.net,Senator Tamara Barringer  (Rep)
369,18,(919) 715-3036,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=369&sChamber=senate,"Franklin,Wake",S,"NC Senate,300 N. Salisbury Street, Room 623
,Raleigh, NC 27603-5925",Chad.Barefoot@ncleg.net,Senator Chad Barefoot  (Rep)
83,48,(919) 733-5745,http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=83&sChamber=senate,"Buncombe,Henderson,Transylvania",S,"NC Senate,16 W. Jones Street, Room 2010
,Raleigh, NC 27601-2808",Tom.Apodaca@ncleg.net,Senator Tom Apodaca  (Rep)
