county,phone,name,district,address,url,email
"Columbus,Robeson",(919) 733-5651,Senator Michael P. Walters  (Dem),13,"NC Senate,300 N. Salisbury Street, Room 517
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=269&sChamber=senate,Michael.Walters@ncleg.net
"Moore,Randolph",(919) 733-5870,Senator Jerry W. Tillman  (Rep),29,"NC Senate,300 N. Salisbury Street, Room 627
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=99&sChamber=senate,Jerry.Tillman@ncleg.net
Aye,S691,13S266
Aye,S691,13S381
Aye,S691,13S813
Aye,S691,13S364
Aye,S691,13S365
No,S691,13S194
Aye,S691,13S195
Aye,S691,13S196
Aye,S691,13S159
Aye,S691,13S232
Aye,S691,13S233
Aye,S691,13S234
Aye,S780,13S361
Aye,S780,13S362
Aye,S780,13S650
Aye,S780,13S651
Aye,S780,13S668
No,S780,13S835
Aye,S780,13S849
Aye,S780,13S874
Aye,S780,13S295
Aye,S780,13S648
Aye,S780,13S649
Aye,S780,13S243
Aye,S780,13S476
Aye,S780,13S641
Aye,S780,13S790
Aye,S780,13S244
Aye,S780,13S245
Aye,S780,13S246
Aye,S780,13S247
Aye,S780,13S248
Aye,S780,13S249
No,S780,13S250
Aye,S780,13S268
Aye,S780,13S269
No,S780,13S270
No,S780,13S477
Aye,S780,13S296
Aye,S780,13S646
Aye,S780,13S251
Aye,S780,13S363
Aye,S780,13S581
Aye,S780,13S380
No,S780,13S828
Aye,S780,13S221
Aye,S780,13S239
Aye,S780,13S386
No,S780,13S387
No,S780,13S913
Aye,S780,13S222
Aye,S780,13S223
Aye,S780,13S185
Aye,S780,13S226
Aye,S780,13S227
Aye,S780,13S478
No,S780,13S348
No,S780,13S394
Aye,S767,13S321
Aye,S767,13S358
Aye,S767,13S758
Aye,S767,13S611
Aye,S767,13S332
No,S767,13S545
Aye,S767,13S759
Aye,S767,13S151
Aye,S767,13S475
Aye,S767,13S293
No,S767,13S827
Aye,S767,13S171
Aye,S767,13S172
Aye,S767,13S182
Aye,S767,13S359
Aye,S767,13S338
Aye,S767,13S137
Aye,S767,13S213
Aye,S767,13S214
Aye,S767,13S546
Aye,S767,13S264
Aye,S767,13S547
Aye,S767,13S305
Aye,S767,13S329
Aye,S767,13S138
Aye,S767,13S139
Aye,S767,13S219
Aye,S767,13S548
Aye,S767,13S294
Aye,S767,13S202
Aye,S767,13S764
Aye,S767,13S183
Aye,S767,13S184
Aye,S767,13S220
Aye,S767,13S192
Aye,S767,13S360
Aye,S767,13S322
Aye,S767,13S323
Aye,S767,13S379
Aye,S767,13S549
Aye,S767,13S157
Aye,S767,13S158
No,S767,13S873
Aye,S767,13S306
Aye,S767,13S914
Aye,S767,13S373
Aye,S767,13S374
Aye,S767,13S241
Aye,S767,13S260
Aye,S767,13S261
Aye,S767,13S361
Aye,S767,13S362
Excused Absence,S767,13S650
Excused Absence,S767,13S651
Excused Absence,S767,13S668
Aye,S764,13S758
Aye,S764,13S611
Aye,S764,13S332
No,S764,13S545
Aye,S764,13S759
Aye,S764,13S151
Aye,S764,13S475
Aye,S764,13S293
Aye,S764,13S827
Aye,S764,13S171
Aye,S764,13S172
Aye,S764,13S182
Aye,S764,13S359
Aye,S764,13S338
Aye,S764,13S137
Aye,S764,13S213
Aye,S764,13S214
Aye,S764,13S546
Aye,S764,13S264
Aye,S764,13S547
Aye,S764,13S305
Aye,S764,13S329
Aye,S764,13S138
Aye,S764,13S139
Aye,S764,13S219
Aye,S764,13S548
Aye,S764,13S294
Aye,S764,13S202
Aye,S764,13S764
Aye,S764,13S183
Aye,S764,13S184
Aye,S764,13S220
Aye,S764,13S192
Aye,S764,13S360
Aye,S764,13S322
Aye,S764,13S323
Aye,S764,13S379
Aye,S764,13S549
Aye,S764,13S157
Aye,S764,13S158
Aye,S764,13S873
Aye,S764,13S306
Aye,S764,13S914
Aye,S764,13S373
Aye,S764,13S374
Aye,S764,13S241
Aye,S764,13S260
Aye,S764,13S261
Aye,S764,13S361
Aye,S528,13S96
Aye,S528,13S643
Aye,S528,13S102
Aye,S528,13S122
Aye,S528,13S123
Aye,S528,13S459
Aye,S528,13S114
Aye,S528,13S355
Aye,S528,13S356
Aye,S528,13S168
Aye,S528,13S543
Aye,S528,13S107
Aye,S528,13S115
Aye,S528,13S774
Aye,S528,13S108
No,S528,13S618
Aye,S528,13S716
Aye,S528,13S149
Aye,S528,13S376
Aye,S528,13S377
No,S528,13S872
Aye,S528,13S170
Aye,S528,13S468
Aye,S528,13S131
Aye,S528,13S228
Aye,S528,13S211
Aye,S528,13S482
Aye,S528,13S79
Aye,S528,13S290
Aye,S528,13S647
Aye,S528,13S291
Aye,S528,13S619
Aye,S528,13S112
Aye,S528,13S117
Aye,S528,13S346
Aye,S528,13S392
Aye,S528,13S237
Aye,S528,13S120
Aye,S528,13S712
Aye,S528,13S262
Aye,S528,13S598
Aye,S528,13S197
Aye,S528,13S198
Aye,S528,13S199
No,S528,13S883
Aye,S528,13S900
Aye,S528,13S775
Aye,S528,13S153
Aye,S528,13S162
Aye,S528,13S357
Aye,S528,13S370
Aye,S528,13S375
Aye,S528,13S610
Aye,S528,13S806
No,S528,13S126
Aye,S527,13S393
Aye,S527,13S826
Aye,S527,13S845
Aye,S527,13S190
Aye,S527,13S32
Aye,S527,13S350
Aye,S527,13S371
Aye,S527,13S372
Aye,S527,13S72
Aye,S527,13S87
No,S527,13S169
Aye,S527,13S230
Aye,S527,13S59
Aye,S527,13S78
Aye,S527,13S147
Aye,S527,13S542
Aye,S527,13S317
Aye,S527,13S318
Aye,S527,13S342
Aye,S527,13S343
No,S527,13S823
Aye,S527,13S235
Aye,S527,13S311
Aye,S527,13S312
Aye,S527,13S328
Aye,S527,13S710
Aye,S527,13S51
Aye,S527,13S208
Aye,S527,13S472
Aye,S527,13S141
No,S527,13S144
Aye,S527,13S145
Aye,S527,13S762
Aye,S527,13S55
Aye,S527,13S93
Aye,S527,13S388
No,S527,13S389
Aye,S527,13S390
Aye,S527,13S391
Aye,S527,13S817
Aye,S527,13S351
Aye,S527,13S473
Aye,S527,13S113
Aye,S527,13S118
Aye,S527,13S788
Aye,S527,13S805
Aye,S527,13S148
Aye,S527,13S91
Aye,S527,13S97
Aye,S527,13S628
Aye,S527,13S352
Aye,S578,13S428
Aye,S578,13S599
Aye,S578,13S630
Aye,S578,13S416
Aye,S578,13S567
Aye,S578,13S231
Aye,S578,13S485
Aye,S578,13S655
Aye,S578,13S680
Aye,S578,13S681
Aye,S578,13S725
Aye,S578,13S726
Aye,S578,13S656
Aye,S578,13S88
Aye,S578,13S771
Excused Absence,S578,13S793
Aye,S578,13S657
Aye,S578,13S154
Aye,S578,13S777
Aye,S578,13S868
Aye,S578,13S461
Aye,S578,13S517
No,S578,13S578
Aye,S578,13S486
Aye,S578,13S736
Aye,S578,13S518
Aye,S578,13S593
Aye,S578,13S594
Aye,S578,13S487
No,S578,13S166
Aye,S578,13S167
Aye,S578,13S658
Aye,S578,13S791
Aye,S578,13S488
Aye,S578,13S659
No,S578,13S336
Aye,S578,13S337
Aye,S578,13S589
Aye,S578,13S225
Aye,S578,13S489
Aye,S578,13S612
Aye,S578,13S682
Aye,S578,13S683
Aye,S578,13S684
Aye,S578,13S685
Aye,S578,13S768
Aye,S578,13S339
Aye,S578,13S340
Aye,S578,13S490
Aye,S578,13S754
Aye,S529,13S800
Aye,S529,13S193
Aye,S529,13S200
Aye,S529,13S201
Aye,S529,13S480
Aye,S529,13S307
Aye,S529,13S308
Aye,S529,13S551
Aye,S529,13S121
Aye,S529,13S203
Aye,S529,13S552
Aye,S529,13S252
Excused Absence,S529,13S846
Excused Absence,S529,13S870
Aye,S529,13S324
Excused Absence,S529,13S344
No,S529,13S765
Excused Absence,S529,13S875
Excused Absence,S529,13S908
Aye,S529,13S253
Aye,S529,13S265
Excused Absence,S529,13S892
Aye,S529,13S224
Excused Absence,S529,13S621
Aye,S529,13S513
Aye,S529,13S514
No,S529,13S515
No,S529,13S766
Excused Absence,S529,13S903
Aye,S529,13S266
Aye,S529,13S381
Excused Absence,S529,13S813
Aye,S529,13S364
Aye,S529,13S365
Aye,S529,13S194
No,S529,13S195
No,S529,13S196
Aye,S529,13S159
Aye,S529,13S232
Aye,S529,13S233
No,S529,13S234
Aye,S529,13S254
Aye,S529,13S255
No,S529,13S256
Aye,S529,13S331
Aye,S529,13S644
Aye,S529,13S382
Aye,S529,13S383
Aye,S529,13S325
Excused Absence,S529,13S820
Excused Absence,S529,13S333
Excused Absence,S529,13S334
Aye,S529,13S553
Aye,S765,13S908
Aye,S765,13S253
Aye,S765,13S265
Aye,S765,13S892
Aye,S765,13S224
Aye,S765,13S621
Aye,S765,13S513
Aye,S765,13S514
Aye,S765,13S515
No,S765,13S766
Aye,S765,13S903
Aye,S765,13S266
Aye,S765,13S381
Excused Absence,S765,13S813
Aye,S765,13S364
Aye,S765,13S365
No,S765,13S194
Aye,S765,13S195
Aye,S765,13S196
Aye,S765,13S159
Aye,S765,13S232
Aye,S765,13S233
Aye,S765,13S234
Aye,S765,13S254
Aye,S765,13S255
Aye,S765,13S256
Aye,S765,13S331
Aye,S765,13S644
Aye,S765,13S382
Aye,S765,13S383
Aye,S765,13S325
Excused Absence,S765,13S820
Aye,S765,13S333
Aye,S765,13S334
Aye,S765,13S553
Aye,S765,13S267
Aye,S765,13S173
Aye,S765,13S645
Aye,S765,13S335
Aye,S765,13S309
Aye,S765,13S713
Aye,S765,13S174
Aye,S765,13S642
Aye,S765,13S384
Aye,S765,13S160
Aye,S765,13S564
Aye,S765,13S565
Aye,S765,13S326
Aye,S765,13S327
No,S765,13S714
Aye,S765,13S850
Aye,S765,13S366
Aye,S765,13S161
Aye,S691,13S254
Aye,S691,13S255
Aye,S691,13S256
Aye,S691,13S331
Aye,S691,13S644
Aye,S691,13S382
Aye,S691,13S383
Aye,S691,13S325
Aye,S691,13S820
Aye,S691,13S333
Aye,S691,13S334
Aye,S691,13S553
Aye,S691,13S267
Aye,S691,13S173
Aye,S691,13S645
Aye,S691,13S335
Aye,S691,13S309
No,S691,13S713
Aye,S691,13S174
Aye,S691,13S642
Aye,S691,13S384
Aye,S691,13S160
Aye,S691,13S564
Aye,S691,13S565
Aye,S691,13S326
Aye,S691,13S327
No,S691,13S714
Aye,S691,13S850
Aye,S691,13S366
Aye,S691,13S161
Aye,S691,13S165
Aye,S691,13S385
Aye,S691,13S715
Aye,S691,13S310
Aye,S691,13S505
Aye,S691,13S910
Aye,S691,13S911
No,S691,13S20
No,S691,13S21
No,S691,13S22
No,S691,13S23
Aye,S691,13S24
Aye,S691,13S25
Aye,S691,13S29
Aye,S691,13S30
Aye,S691,13S73
Aye,S691,13S76
Aye,S691,13S77
Aye,S691,13S420
Aye,S691,13S298
Aye,S691,13S396
Aye,S691,13S397
Aye,S691,13S776
Aye,S780,13S152
Aye,S780,13S479
Aye,S780,13S297
Aye,S780,13S550
Aye,S780,13S800
Aye,S780,13S193
Aye,S780,13S200
Aye,S780,13S201
Aye,S780,13S480
Aye,S780,13S307
Aye,S780,13S308
N/V,S780,13S551
Aye,S780,13S121
Aye,S780,13S203
Aye,S780,13S552
Aye,S780,13S252
No,S780,13S846
No,S780,13S870
Aye,S780,13S324
Aye,S780,13S344
No,S780,13S765
Aye,S780,13S875
Aye,S780,13S908
Aye,S780,13S253
Aye,S780,13S265
Aye,S780,13S892
Aye,S780,13S224
Aye,S780,13S621
Aye,S780,13S513
Aye,S780,13S514
Aye,S780,13S515
No,S780,13S766
Aye,S780,13S903
Aye,S780,13S266
Aye,S780,13S381
Aye,S780,13S813
Aye,S780,13S364
Aye,S780,13S365
Aye,S780,13S194
No,S780,13S195
No,S780,13S196
Aye,S780,13S159
No,S780,13S232
Aye,S780,13S233
No,S780,13S234
Aye,S780,13S254
Aye,S780,13S255
No,S767,13S835
Aye,S767,13S849
Aye,S767,13S874
Aye,S767,13S295
Aye,S767,13S648
Aye,S767,13S649
Aye,S767,13S243
Aye,S767,13S476
Aye,S767,13S641
Aye,S767,13S790
Aye,S767,13S244
Aye,S767,13S245
No,S767,13S246
No,S767,13S247
Aye,S767,13S248
Aye,S767,13S249
Aye,S767,13S250
Aye,S767,13S268
Aye,S767,13S269
Aye,S767,13S270
Aye,S767,13S477
Aye,S767,13S296
Aye,S767,13S646
Aye,S767,13S251
Aye,S767,13S363
Aye,S767,13S581
Aye,S767,13S380
No,S767,13S828
Aye,S767,13S221
Aye,S767,13S239
Aye,S767,13S386
No,S767,13S387
No,S767,13S913
Aye,S767,13S222
Aye,S767,13S223
Aye,S767,13S185
Aye,S767,13S226
Aye,S767,13S227
Aye,S767,13S478
No,S767,13S348
No,S767,13S394
Aye,S767,13S152
Aye,S767,13S479
Aye,S767,13S297
Aye,S767,13S550
Aye,S767,13S800
Aye,S767,13S193
Aye,S767,13S200
Aye,S767,13S201
Aye,S767,13S480
Aye,S767,13S307
Aye,S767,13S308
Aye,S767,13S551
Aye,S764,13S362
Aye,S764,13S650
Aye,S764,13S651
Aye,S764,13S668
No,S764,13S835
Aye,S764,13S849
Aye,S764,13S874
Aye,S764,13S295
Aye,S764,13S648
Aye,S764,13S649
Aye,S764,13S243
Aye,S764,13S476
Aye,S764,13S641
Aye,S764,13S790
Aye,S764,13S244
Aye,S764,13S245
Aye,S764,13S246
Aye,S764,13S247
Aye,S764,13S248
Aye,S764,13S249
Aye,S764,13S250
Aye,S764,13S268
Aye,S764,13S269
No,S764,13S270
No,S764,13S477
Aye,S764,13S296
Aye,S764,13S646
Aye,S764,13S251
Aye,S764,13S363
Aye,S764,13S581
Aye,S764,13S380
No,S764,13S828
Aye,S764,13S221
Aye,S764,13S239
Aye,S764,13S386
No,S764,13S387
No,S764,13S913
Aye,S764,13S222
Aye,S764,13S223
Aye,S764,13S185
Aye,S764,13S226
Aye,S764,13S227
Aye,S764,13S478
No,S764,13S348
No,S764,13S394
Aye,S764,13S152
Aye,S764,13S479
Aye,S764,13S297
Aye,S764,13S550
Aye,S764,13S800
Aye,S764,13S193
Aye,S764,13S200
Aye,S764,13S201
No,S528,13S127
Aye,S528,13S128
Aye,S528,13S544
Aye,S528,13S471
Aye,S528,13S481
Aye,S528,13S878
Aye,S528,13S907
Aye,S528,13S124
Aye,S528,13S129
Aye,S528,13S186
Aye,S528,13S187
No,S528,13S884
Aye,S528,13S901
Aye,S528,13S242
Aye,S528,13S301
Aye,S528,13S302
No,S528,13S848
Aye,S528,13S896
Aye,S528,13S188
Aye,S528,13S189
Aye,S528,13S509
Excused Vote,S528,13S319
Aye,S528,13S608
Aye,S528,13S614
Aye,S528,13S615
No,S528,13S616
Aye,S528,13S617
Aye,S528,13S109
Aye,S528,13S110
No,S528,13S423
Aye,S528,13S132
Aye,S528,13S272
Aye,S528,13S273
Aye,S528,13S274
No,S528,13S275
Aye,S528,13S276
No,S528,13S277
No,S528,13S278
No,S528,13S279
Aye,S528,13S280
No,S528,13S751
Aye,S528,13S831
Aye,S528,13S236
Excused Absence,S528,13S818
Aye,S528,13S180
Aye,S528,13S181
Aye,S528,13S142
Aye,S528,13S143
Aye,S528,13S885
Aye,S528,13S263
Aye,S528,13S890
Aye,S528,13S119
Excused Vote,S528,13S163
Aye,S527,13S395
Aye,S527,13S711
Aye,S527,13S94
Aye,S527,13S98
Aye,S527,13S106
Aye,S527,13S177
Aye,S527,13S178
Aye,S527,13S179
Aye,S527,13S353
Aye,S527,13S354
No,S527,13S847
Aye,S527,13S899
Aye,S527,13S209
Aye,S527,13S288
Aye,S527,13S289
Aye,S527,13S146
Aye,S527,13S95
Aye,S527,13S103
Aye,S527,13S104
No,S527,13S474
Aye,S527,13S753
Aye,S527,13S210
Aye,S527,13S96
Aye,S527,13S643
Aye,S527,13S102
Aye,S527,13S122
Aye,S527,13S123
Aye,S527,13S459
Aye,S527,13S114
Aye,S527,13S355
Aye,S527,13S356
Aye,S527,13S168
Aye,S527,13S543
Aye,S527,13S107
Aye,S527,13S115
Aye,S527,13S774
Aye,S527,13S108
No,S527,13S618
Aye,S527,13S716
Aye,S527,13S149
Aye,S527,13S376
Aye,S527,13S377
No,S527,13S872
Aye,S527,13S170
Aye,S527,13S468
Aye,S527,13S131
Aye,S527,13S228
Aye,S527,13S211
Aye,S527,13S482
Aye,S527,13S79
Aye,S527,13S290
N/V,S527,13S647
Aye,S578,13S660
Aye,S578,13S661
Aye,S578,13S601
Aye,S578,13S631
Excused Absence,S578,13S801
Excused Absence,S578,13S555
Aye,S578,13S429
Aye,S578,13S430
Aye,S578,13S491
Aye,S578,13S431
Aye,S578,13S519
Aye,S578,13S832
Aye,S578,13S833
Aye,S578,13S686
Aye,S578,13S687
Aye,S578,13S727
Aye,S578,13S432
Aye,S578,13S602
Aye,S578,13S632
Aye,S578,13S446
Aye,S578,13S433
Aye,S578,13S737
Aye,S578,13S738
Aye,S578,13S851
Aye,S578,13S492
Aye,S578,13S688
Aye,S578,13S520
Aye,S578,13S493
Aye,S578,13S568
Aye,S578,13S623
Aye,S578,13S662
Aye,S578,13S640
Aye,S578,13S689
Aye,S578,13S521
Aye,S578,13S690
Aye,S578,13S691
Aye,S578,13S692
Aye,S578,13S778
Aye,S578,13S779
Aye,S578,13S447
Aye,S578,13S693
Aye,S578,13S434
Aye,S578,13S694
Aye,S578,13S435
Aye,S578,13S448
Aye,S578,13S204
Aye,S578,13S494
Aye,S578,13S663
Aye,S578,13S749
Aye,S578,13S750
Aye,S578,13S877
Aye,S578,13S916
Aye,S578,13S522
Aye,S529,13S267
Aye,S529,13S173
Aye,S529,13S645
Excused Absence,S529,13S335
Aye,S529,13S309
Aye,S529,13S713
Aye,S529,13S174
Aye,S529,13S642
Aye,S529,13S384
Aye,S529,13S160
Excused Absence,S529,13S564
Excused Absence,S529,13S565
Aye,S529,13S326
Aye,S529,13S327
No,S529,13S714
Excused Absence,S529,13S850
Aye,S529,13S366
Aye,S529,13S161
Excused Absence,S529,13S165
Aye,S529,13S385
Aye,S529,13S715
Aye,S529,13S310
Aye,S529,13S505
Excused Absence,S529,13S910
Excused Absence,S529,13S911
Aye,S529,13S20
Aye,S529,13S21
Aye,S529,13S22
Aye,S529,13S23
No,S529,13S24
No,S529,13S25
N/V,S529,13S29
N/V,S529,13S30
Aye,S529,13S73
No,S529,13S76
No,S529,13S77
No,S529,13S420
Aye,S529,13S298
Aye,S529,13S396
Aye,S529,13S397
Aye,S529,13S776
Aye,S529,13S798
Aye,S529,13S799
Aye,S529,13S735
Aye,S529,13S760
Aye,S529,13S761
Aye,S529,13S49
Aye,S529,13S43
Aye,S529,13S74
Aye,S529,13S443
Aye,S529,13S444
Aye,S529,13S747
Aye,S529,13S748
Aye,S529,13S483
Aye,S765,13S165
Aye,S765,13S385
Aye,S765,13S715
Aye,S765,13S310
Aye,S765,13S505
Aye,S765,13S910
Aye,S765,13S911
No,S765,13S20
No,S765,13S21
No,S765,13S22
No,S765,13S23
Aye,S765,13S24
Aye,S765,13S25
Aye,S765,13S29
Aye,S765,13S30
No,S765,13S73
No,S765,13S76
No,S765,13S77
No,S765,13S420
Aye,S765,13S298
Aye,S765,13S396
Aye,S765,13S397
Aye,S765,13S776
Excused Absence,S765,13S798
Excused Absence,S765,13S799
Aye,S765,13S735
Aye,S765,13S760
Aye,S765,13S761
Aye,S765,13S49
Aye,S765,13S43
Aye,S765,13S74
Aye,S765,13S443
Aye,S765,13S444
Aye,S765,13S747
Aye,S765,13S748
Aye,S765,13S483
Aye,S765,13S424
Aye,S765,13S42
Aye,S765,13S75
Aye,S765,13S591
Aye,S765,13S592
Aye,S765,13S566
Aye,S765,13S484
Aye,S765,13S14
Aye,S765,13S31
Aye,S765,13S507
Excused Absence,S765,13S814
Aye,S765,13S876
Aye,S765,13S909
Aye,S765,13S175
Aye,S765,13S54
Aye,S691,13S798
Aye,S691,13S799
Aye,S691,13S735
Aye,S691,13S760
Aye,S691,13S761
Aye,S691,13S49
Aye,S691,13S43
Aye,S691,13S74
Aye,S691,13S443
Aye,S691,13S444
Aye,S691,13S747
Aye,S691,13S748
Aye,S691,13S483
Aye,S691,13S424
Aye,S691,13S42
Aye,S691,13S75
Aye,S691,13S591
Aye,S691,13S592
Aye,S691,13S566
Aye,S691,13S484
Aye,S691,13S14
Aye,S691,13S31
Aye,S691,13S507
Aye,S691,13S814
No,S691,13S876
No,S691,13S909
Aye,S691,13S175
Aye,S691,13S54
No,S691,13S66
Aye,S691,13S67
Aye,S691,13S68
Aye,S691,13S425
Aye,S691,13S426
Aye,S691,13S666
Aye,S691,13S886
Aye,S691,13S887
Aye,S691,13S888
Aye,S691,13S893
Aye,S691,13S894
Aye,S691,13S672
Aye,S691,13S673
Aye,S691,13S674
Aye,S691,13S675
Aye,S691,13S676
No,S691,13S677
Aye,S691,13S678
Aye,S691,13S724
Aye,S691,13S679
Aye,S691,13S906
Aye,S691,13S427
Aye,S691,13S367
Aye,S691,13S516
Aye,S691,13S584
No,S780,13S256
Aye,S780,13S331
Aye,S780,13S644
Aye,S780,13S382
Aye,S780,13S383
Aye,S780,13S325
Aye,S780,13S820
Aye,S780,13S333
Aye,S780,13S334
Aye,S780,13S553
No,S780,13S267
Aye,S780,13S173
Aye,S780,13S645
Aye,S780,13S335
Aye,S780,13S309
Aye,S780,13S713
Aye,S780,13S174
Aye,S780,13S642
Aye,S780,13S384
Aye,S780,13S160
Aye,S780,13S564
Aye,S780,13S565
Aye,S780,13S326
Aye,S780,13S327
Aye,S780,13S714
Aye,S780,13S850
Aye,S780,13S366
Aye,S780,13S161
Excused Absence,S780,13S165
Aye,S780,13S385
Aye,S780,13S715
Aye,S780,13S310
Aye,S780,13S505
Aye,S780,13S910
Aye,S780,13S911
Aye,S780,13S20
Aye,S780,13S21
Aye,S780,13S22
Aye,S780,13S23
No,S780,13S24
No,S780,13S25
Aye,S780,13S29
Aye,S780,13S30
No,S780,13S73
No,S780,13S76
No,S780,13S77
No,S780,13S420
Aye,S780,13S298
Aye,S780,13S396
Aye,S767,13S121
Aye,S767,13S203
Aye,S767,13S552
Aye,S767,13S252
No,S767,13S846
No,S767,13S870
Aye,S767,13S324
Aye,S767,13S344
No,S767,13S765
No,S767,13S875
No,S767,13S908
Aye,S767,13S253
Aye,S767,13S265
Aye,S767,13S892
Aye,S767,13S224
Aye,S767,13S621
Aye,S767,13S513
Aye,S767,13S514
Aye,S767,13S515
No,S767,13S766
Aye,S767,13S903
Aye,S767,13S266
Aye,S767,13S381
Aye,S767,13S813
Aye,S767,13S364
Aye,S767,13S365
Aye,S767,13S194
No,S767,13S195
No,S767,13S196
Aye,S767,13S159
Aye,S767,13S232
Aye,S767,13S233
Aye,S767,13S234
Aye,S767,13S254
Aye,S767,13S255
Aye,S767,13S256
Aye,S767,13S331
Aye,S767,13S644
Aye,S767,13S382
Aye,S767,13S383
Aye,S767,13S325
Aye,S767,13S820
Aye,S767,13S333
Aye,S767,13S334
Aye,S767,13S553
Aye,S767,13S267
Aye,S764,13S480
Aye,S764,13S307
Aye,S764,13S308
Aye,S764,13S551
Aye,S764,13S121
Aye,S764,13S203
Aye,S764,13S552
Aye,S764,13S252
No,S764,13S846
No,S764,13S870
Aye,S764,13S324
Aye,S764,13S344
Aye,S764,13S765
Aye,S764,13S875
Aye,S764,13S908
Aye,S764,13S253
Aye,S764,13S265
Aye,S764,13S892
Aye,S764,13S224
Aye,S764,13S621
Aye,S764,13S513
Aye,S764,13S514
Aye,S764,13S515
No,S764,13S766
No,S764,13S903
Aye,S764,13S266
Aye,S764,13S381
Aye,S764,13S813
Aye,S764,13S364
Aye,S764,13S365
Aye,S764,13S194
No,S764,13S195
No,S764,13S196
Aye,S764,13S159
Aye,S764,13S232
Aye,S764,13S233
No,S764,13S234
Aye,S764,13S254
Aye,S764,13S255
Aye,S764,13S256
Aye,S764,13S331
Aye,S764,13S644
Aye,S764,13S382
Aye,S764,13S383
Aye,S764,13S325
Aye,S764,13S820
Aye,S764,13S333
Aye,S764,13S334
Aye,S764,13S553
Aye,S764,13S267
Aye,S764,13S173
Excused Vote,S528,13S164
Aye,S528,13S238
Aye,S528,13S891
Aye,S528,13S133
Aye,S528,13S229
Aye,S528,13S303
Aye,S528,13S304
Aye,S528,13S281
Aye,S528,13S284
Aye,S528,13S285
Aye,S528,13S378
Aye,S528,13S191
Aye,S528,13S620
Aye,S528,13S212
Aye,S528,13S134
Excused Absence,S528,13S819
Aye,S528,13S292
Aye,S528,13S912
Aye,S528,13S792
Aye,S528,13S135
Aye,S528,13S763
Aye,S528,13S136
Aye,S528,13S469
Aye,S528,13S150
Aye,S528,13S320
No,S528,13S470
Aye,S528,13S313
Aye,S528,13S314
Aye,S528,13S315
Aye,S528,13S708
Aye,S528,13S709
No,S528,13S398
No,S528,13S399
No,S528,13S400
Aye,S528,13S401
No,S528,13S402
Aye,S528,13S403
Aye,S528,13S404
Aye,S528,13S405
No,S528,13S406
No,S528,13S407
Aye,S528,13S408
Aye,S528,13S409
Aye,S528,13S410
Aye,S528,13S411
No,S528,13S412
Aye,S528,13S413
No,S528,13S580
Aye,S528,13S829
Aye,S528,13S836
Aye,S528,13S321
Aye,S527,13S291
Aye,S527,13S619
Aye,S527,13S112
Aye,S527,13S117
Aye,S527,13S346
Aye,S527,13S392
Aye,S527,13S237
Aye,S527,13S120
Aye,S527,13S712
Aye,S527,13S262
Aye,S527,13S598
Aye,S527,13S197
Aye,S527,13S198
Aye,S527,13S199
No,S527,13S883
Excused Absence,S527,13S900
Aye,S527,13S775
Aye,S527,13S153
Aye,S527,13S162
Aye,S527,13S357
Aye,S527,13S370
Aye,S527,13S375
Aye,S527,13S610
Aye,S527,13S806
No,S527,13S126
No,S527,13S127
Aye,S527,13S128
Aye,S527,13S544
Aye,S527,13S471
Aye,S527,13S481
Aye,S527,13S878
Excused Absence,S527,13S907
Aye,S527,13S124
Aye,S527,13S129
Aye,S527,13S186
Aye,S527,13S187
No,S527,13S884
Excused Absence,S527,13S901
Aye,S527,13S242
Aye,S527,13S301
Aye,S527,13S302
No,S527,13S848
Aye,S527,13S896
Aye,S527,13S188
Aye,S527,13S189
Aye,S527,13S509
Aye,S527,13S319
Aye,S527,13S608
Aye,S527,13S614
Aye,S527,13S615
No,S527,13S616
Aye,S527,13S617
Aye,S527,13S109
Aye,S527,13S110
No,S527,13S423
Aye,S578,13S780
Aye,S578,13S781
Aye,S578,13S695
Aye,S578,13S449
Aye,S578,13S625
Aye,S578,13S635
Aye,S578,13S436
Aye,S578,13S603
Aye,S578,13S633
Aye,S578,13S852
Aye,S578,13S853
Aye,S578,13S854
Aye,S578,13S898
Aye,S578,13S637
Aye,S578,13S734
Aye,S578,13S604
Aye,S578,13S627
Aye,S578,13S696
Aye,S578,13S697
Aye,S578,13S698
Aye,S578,13S341
Aye,S578,13S368
Aye,S578,13S369
Aye,S578,13S582
Aye,S578,13S495
Aye,S578,13S299
Aye,S578,13S417
Aye,S578,13S699
Aye,S578,13S569
Aye,S578,13S700
Aye,S578,13S739
Aye,S578,13S720
Aye,S578,13S721
Aye,S578,13S460
Aye,S578,13S462
Aye,S578,13S463
Aye,S578,13S740
Aye,S578,13S782
Aye,S578,13S450
Aye,S578,13S345
Aye,S578,13S206
Aye,S578,13S207
No,S578,13S216
Aye,S578,13S217
Aye,S578,13S218
Aye,S578,13S638
Aye,S578,13S639
Aye,S578,13S701
Aye,S578,13S702
Aye,S578,13S772
Excused Absence,S578,13S794
Excused Absence,S529,13S424
Aye,S529,13S42
Aye,S529,13S75
Aye,S529,13S591
Aye,S529,13S592
Excused Absence,S529,13S566
No,S529,13S484
Aye,S529,13S14
N/V,S529,13S31
Aye,S529,13S507
